Table Name,Field Name,Field Description
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Is Provisional,Indicates whether the diagnosis has been marked as provisional.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Is Rule-Out,Indicates whether the diagnosis has been marked as rule-out.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Onset Date,"Indicates the onset date of the diagnosis, if provided."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Date,"Indicates the date of diagnosis, if provided."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Resolved Date,"Indicates the date a diagnosis is resolved, if provided."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Version ID,"Credible documentation occurs within Forms, which are attached to Services. The Form Version ID is the version number of a given form. A new form version represents a change to the form, such as a new or updated field. Form Version ID is the unique ID of the version of the specific form used to document a given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form ID,"Credible documentation occurs within Forms, which are attached to Servicers. The Form ID is the unique ID of the specific form used to document the given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Name,"The name of the form attached to a given service, used to collect detailed information about the service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Version Number,"The version number within the specific form. While Form Version ID increments by one for any form's new version, Form Version Number iterates by one only within a specific form."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Version Build Date,The date and time a form version was built and activiated for use by an agency's Credible Administrator.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Version Is Current,"Indicates whether the form version used by the provider for the client is the most updated version of the form. It is common for scheduled services to utilize an older version of a form, as services scheduled in the future are configured to use the Form Version ID of the form associated with the planned service that is current at the time of the scheduling."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORMS,Form Version Completed Service Count,The number of completed services for the entire agency that leveraged this the form version associated with a given service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Form ID,"Credible documentation occurs within Forms, which are attached to Servicers. The Form ID is the unique ID of the specific form used to document the given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Form Version ID,"Credible documentation occurs within Forms, which are attached to Services. The Form Version ID is the version number of a given form. A new form version represents a change to the form, such as a new or updated field. Form Version ID is the unique ID of the version of the specific form used to document a given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Page ID,"Credential documentation occurs within FOrms, which have multiple 'categories', referred to as pages in Mission Driven Data's formal data model This is the unique Page ID associated with a given question and answer."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Page Name,"Credential documentation occurs within FOrms, which have multiple 'categories', referred to as pages in Mission Driven Data's formal data model This is the unique Page Name associated with a given question and answer."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Question,The label associated with a form field within a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Question ID,The unique ID associated with the question or form field within a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Question Format,The type of field on a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Answer,The answer provided to a question on a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Question Order,The order in which a question appeared on a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_FORM_PAGES,Answer Note,"Supplemental note text attached to a form answer. In this extension, it carries additional clinical/document context associated with Eleos-targeted service documentation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature ID,The unique ID of a given signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Provider ID,The unique ID of the provider associated with a given service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature From Saved Signature,"For providers, indicates whether the signature was injected via a saved signature, which guarantees the provider's title and credentials are also properly injected. Providers not using a saved signature not only must manually sign their name, but they also must manually enter their job title and credentials."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Time service End to Signature (Hours),The hours between the time the service ended and the time a given signature was applied.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Time Approval To Signature (Hours),The hours between the time a service was approved to the time a given signature was applied.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Signatory Name,The name provided at the time of signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Sequence ASC,"The order in which this signature occurred relative to the other signatures on the document, in ascending order."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Sequence DESC,"The order in which this signature occurred relative to the other signatures on the document, in descending order."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Time Last Signature To Signature (Hours),The hours from the time the previous signature was added to the document to the time this signature was added to the document.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Signatory,The individual signing.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Date,The date and time of a signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Signature Box ID,"The box associated with the signature. In Credible, services can have up to six signature, each in their own box."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Provider Job Title At Signature,The job title provided at the time of signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_CURRENT,Provider Credentials At Signature,Provider credentials provided at the time of signature Eleos mapping: provider_signature_credentials (Credentials from the provider)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature ID,The unique ID of a given signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Provider ID,"IF the signature was associated with a provider, the unique ID of the provider. Eleos mapping: authorizing_signed_provider_id (Provider ID of the authorizing provider)"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature From Saved Signature,"For providers, indicates whether the signature was injected via a saved signature, which guarantees the provider's title and credentials are also properly injected. Providers not using a saved signature not only must manually sign their name, but they also must manually enter their job title and credentials."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Time service End to Signature (Hours),The hours between the time the service ended and the time a given signature was applied.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Time Approval To Signature (Hours),The hours between the time a service was approved to the time a given signature was applied.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Signatory Name,The name provided at the time of signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Signatory,The individual signing.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Date,The date and time of a signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Signature Box ID,"The box associated with the signature. In Credible, services can have up to six signature, each in their own box."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Provider Job Title At Signature,The job title provided at the time of signature.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SIGNATURES_PREVIOUS,Provider Credentials At Signature,Provider credentials provided at the time of signature Eleos mapping: provider_signature_credentials (Credentials from the provider)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider ID,The unique ID of the provider associated with a given service. Eleos mapping: provider_id (Identifier of the provider who created the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Name First,The provider's first name. Eleos mapping: provider_first_name (Provider’s first name)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Name Last,The provider's last name. Eleos mapping: provider_last_name (Provider’s last name)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Account Enabled,"Indicates whether the provider's Credible account is enabled, a requirement to access the system and complete documentation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Termination Date,The most recent termination date associated with the provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Hire Date,The date the provider was most recently hired.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Last Login,The date and time of the last login by the provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Employment Status,The current employment status of the provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Employment Type,"The human-readable employemnt type (Part-Time, Full Time) associated with the provider."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Email Primary,The primary email address associated with the provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider ID Provider Number,"A professional id associated with the provider. This is a built-in field within Credible, referred to as provider_number within Credible's data dictionary, and is not necessarily used."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Created Date,The date and time the provider's record was created.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Updated Date,The date and time the provider's record was last updated.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDERS,Provider Job Title,The job title of a provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDER_SUPERVISORS,Provider ID,The unique ID of the provider associated with a given service. Eleos mapping: provider_id (Identifier of the provider who created the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDER_SUPERVISORS,Supervisor Provider ID,The unique ID of a provider's supervisor.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDER_SUPERVISORS,Supervisor Name,The first and last name of a provider's supervisor.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDER_SUPERVISORS,Supervisor Job Title,The job title of a provider's supervisor.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROVIDER_SUPERVISORS,Supervisor Email Primary,The primary email address of a provider's supervisor.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Provider ID,The unique ID of the provider associated with a given service. Eleos mapping: provider_id (Identifier of the provider who created the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential License-Professional Number,"The provided professional ID number for the provider, associated with this credential."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Start Date,The start date and time associated with the credential for a given provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential End Date,The end date and time associated with the credential for a given provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Hours Required,The number of hours required to meet a given credential for a given provider.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential,"The credential for a given provider, which would appear in the provider's signature."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Name,"The human-readable name of the credential, as provided by the agency's Credible Administrator."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Group ID,"In Credible, credentials can be grouped into hierarchies to allow bundles of credentials to be configured for billing and compliance all together. This is the unique id of the credential group, if applicable."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Group Name,The name of the Credential Group associated with a given credential.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_CREDENTIALS,Credential Is Expired,Indicates whether the given credential has expired.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PNP_SETTINGS,pnp_services_overview_draft_note,Toggle value that controls whether the Plug and Play services overview dashboard displays draft-mode messaging in this Eleos Compliance extension.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PNP_SETTINGS,pnp_services_overview_draft_note_value,"Resolved message text shown in the Plug and Play dashboard based on the draft-note toggle, in the context of Eleos Compliance service review vs production view."
_MDD_JCT_X_CREDIBLE_FINANCIALS_AGING_BUCKETS,Day,Financial extension attribute captured in [Day].
_MDD_JCT_X_CREDIBLE_FINANCIALS_AGING_BUCKETS,Age Group,A set of predefined age ranges used to group individuals into reporting categories.
_MDD_JCT_X_CREDIBLE_FINANCIALS_AGING_BUCKETS,Age Group Sort Order,The order by which age groups are sorted in visualizations.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Date ID Fuzzy A0,Sequential row number over date order.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Date ID,Unique ID of the Date.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Year (YYYY),The fiscal year of a single date within a time span.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Year (FY YYYY),Financial extension attribute captured in [Fiscal Year (FY YYYY)].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Month,Fiscal month number mapped from calendar month/day.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter,Fiscal quarter number mapped from fiscal month.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter Start,Financial extension attribute captured in [Fiscal Quarter Start].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter End,Financial extension attribute captured in [Fiscal Quarter End].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter QX,Financial extension attribute captured in [Fiscal Quarter QX].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter Range mmmm dd yyyy,Financial extension attribute captured in [Fiscal Quarter Range mmmm dd yyyy].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter Range MM/dd/yyyy,Financial extension attribute captured in [Fiscal Quarter Range MM/dd/yyyy].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Quarter Range QX (MM/dd/yyyy),Financial extension attribute captured in [Fiscal Quarter Range QX (MM/dd/yyyy)].
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Date,When a time span is just one day.
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Period Start,"The start of the time span, as a date or datetime value."
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Fiscal Period End,"The end of the time span, as a date or datetime value."
_MDD_JCT_X_CREDIBLE_FINANCIALS_FISCAL_DATES,Date Month Range mmmm dd yyyy,Calendar date captured for [Date Month Range mmmm dd yyyy] in financial processing.
